date,match_id,home_team,away_team,selection,p,odds,stake,won,pnl,balance,ev
2025-04-19,477b37a758c8f577,Brentford,Brighton,H,0.4713734402920144,2.7,16.041664046378763,1,27.2708288788439,1027.270828878844,0.272708288788439
2025-04-19,38510eb327d1fa80,Crystal Palace,Bournemouth,H,0.4703368861511067,2.59,14.095740943584739,0,-14.095740943584739,1013.1750879352593,0.21817253513136625
2025-04-20,0d4fe407cd3ea77c,Leicester,Liverpool,D,0.3376659042109851,7.25,20.263501758705186,0,-20.263501758705186,992.9115861765541,1.4480778055296417
2025-04-20,c374adbd6f143d9e,Fulham,Chelsea,H,0.4311121417651407,3.15,16.533282390624993,0,-16.533282390624993,976.3783037859291,0.3580032465601931
2025-04-20,e40574aad2d80f1b,Ipswich,Arsenal,D,0.30778992670520106,5.22,14.036326977514445,0,-14.036326977514445,962.3419768084146,0.6066634174011496
2025-04-20,a286403460281d5f,Man United,Wolves,H,0.528358776332933,2.6,19.24683953616829,0,-19.24683953616829,943.0951372722463,0.373732818465626
2025-04-21,9c97549a0596595a,Tottenham,Nott'm Forest,H,0.4703368861511067,2.4,8.677049659218776,0,-8.677049659218776,934.4180876130275,0.12880852676265597
2025-04-22,0f2c7d162d560318,Man City,Aston Villa,H,0.567433143936885,1.91,8.604584330764677,1,7.830171740995856,942.2482593540234,0.08379730491945037
2025-04-23,548d4392941a8acd,Arsenal,Crystal Palace,D,0.23771543515178123,4.85,3.742557723733102,1,14.408847236372441,956.6571065903959,0.15291986048613881
2025-04-26,699963f98772ed5b,Wolves,Leicester,H,0.6665894968076245,1.55,5.777116604341012,1,3.177414132387557,959.8345207227834,0.03321372005181794
2025-04-26,95825e3080080663,Southampton,Fulham,D,0.2809971289469691,4.11,4.780599341832404,0,-4.780599341832404,955.053921380951,0.15489819997204302
2025-04-26,f9ddb60894c80a22,Brighton,West Ham,D,0.2641761294496224,4.0,1.8051957361154445,0,-1.8051957361154445,953.2487256448355,0.05670451779848951
2025-04-26,a8143ebb42e12955,Chelsea,Everton,D,0.2205101441956947,4.95,2.208766921249969,0,-2.208766921249969,951.0399587235855,0.09152521376868883
2025-04-26,11d25cc402b81ef5,Newcastle,Ipswich,D,0.28975509157274154,8.5,18.5505831876716,0,-18.5505831876716,932.489375535914,1.462918278368303
2025-04-27,f5bec9cbad7523ec,Liverpool,Tottenham,D,0.26044097295537055,7.95,14.363096752996903,0,-14.363096752996903,918.1262787829171,1.0705057349951959
2025-04-27,f1fc978ed7e95856,Bournemouth,Man United,H,0.6406237170567246,1.98,18.362525575658342,0,-18.362525575658342,899.7637532072588,0.2684349597723147
2025-05-01,cb3ec10fd3b9d282,Nott'm Forest,Brentford,H,0.5059377866689246,2.35,12.593613264878748,0,-12.593613264878748,887.17013994238,0.18895379867197293
2025-05-02,6e73410bce61c3cb,Man City,Wolves,D,0.23771543515178123,5.6,6.387749150652374,0,-6.387749150652374,880.7823907917277,0.33120643684997475
2025-05-03,be43550deb4b0d27,Arsenal,Bournemouth,A,0.23346019330029458,5.25,4.676768283749814,1,19.876265205936708,900.6586559976645,0.22566601482654647
2025-05-03,4cdd4d14624e7c9a,Leicester,Southampton,H,0.47977838663110317,2.45,10.898407472971291,1,15.802690835808374,916.4613468334728,0.1754570472462028
2025-05-03,3d227835eb4c4a47,Aston Villa,Fulham,H,0.5756328632899247,1.88,8.559518092095159,1,7.532375921043739,923.9937227545165,0.0821897829850583
2025-05-03,ab92fcd878f74e9b,Everton,Ipswich,H,0.7012065511881926,1.57,16.355383568331614,0,-16.355383568331614,907.6383391861849,0.10089428536546247
2025-05-04,602c5e9805bcba81,Brentford,Man United,H,0.616697533440836,1.65,2.450753402672199,1,1.5929897117369292,909.2313288979218,0.017550930177379354
2025-05-04,3fb01731bc195d30,Brighton,Newcastle,H,0.3728318138502499,3.13,7.127160343317239,0,-7.127160343317239,902.1041685546046,0.1669635773512821
2025-05-04,b0314720d29540b3,West Ham,Tottenham,A,0.24102716061290536,4.22,0.4800375817315502,0,-0.4800375817315502,901.6241309728731,0.017134617786460526
2025-05-04,90feade486cd108f,Chelsea,Liverpool,H,0.5025049773451021,2.34,11.832918256462538,1,15.8561104636598,917.4802414365329,0.17586164698753892
2025-05-05,ba3cfde78146f146,Crystal Palace,Nott'm Forest,H,0.4681823145551453,2.19,1.952094867322386,0,-1.952094867322386,915.5281465692105,0.025319268875768297
2025-05-10,85f8aa8ba29c6659,Ipswich,Brentford,D,0.2990950192520424,4.84,10.672099249231469,0,-10.672099249231469,904.8560473199791,0.44761989317988526
2025-05-10,0a3d98da9fb803b0,Fulham,Everton,H,0.6014170992880465,1.77,7.580609656729947,0,-7.580609656729947,897.2754376632491,0.06450826573984236
2025-05-10,6f35267d59dcb3b9,Southampton,Man City,D,0.3847837437086177,8.0,17.945508753264985,1,125.61856127285489,1022.893998936104,2.0782699496689414
2025-05-10,afa2b5f056005ab7,Wolves,Brighton,H,0.4061118224024824,3.08,12.334941675192724,0,-12.334941675192724,1010.5590572609113,0.25082441299964586
2025-05-10,5d633c0ee728e3b7,Bournemouth,Aston Villa,H,0.4578186866489695,2.62,12.443909390449758,0,-12.443909390449758,998.1151478704616,0.19948495902030017
2025-05-11,41237063e04d10ae,Newcastle,Chelsea,H,0.5317995495551222,2.29,16.853520012785268,1,21.741040816492994,1019.8561886869545,0.2178209684812299
2025-05-11,de816d578cea47ea,Man United,West Ham,H,0.5472413986964216,2.02,10.541276096948227,0,-10.541276096948227,1009.3149125900063,0.10542762536677175
2025-05-11,22592be96dfd4613,Nott'm Forest,Leicester,D,0.22413766553268943,5.19,3.9330637628249328,1,16.47953716623647,1025.7944497562428,0.16327448411465828
2025-05-11,391165fab9e3481b,Tottenham,Crystal Palace,H,0.4209795996906885,3.13,15.29859955402476,0,-15.29859955402476,1010.495850202218,0.3176661470318549
2025-05-11,7b31b0365eca57c7,Liverpool,Arsenal,H,0.528358776332933,2.24,14.955636759600623,0,-14.955636759600623,995.5402134426174,0.18352365898577017
2025-05-16,8696b10650dac61b,Aston Villa,Tottenham,D,0.2696049638832283,7.0,14.72129782639784,0,-14.72129782639784,980.8189156162196,0.8872347471825981
2025-05-16,cb63e90ea7a3c2ad,Chelsea,Man United,D,0.25340436505233044,4.7,5.063159965840119,0,-5.063159965840119,975.7557556503795,0.19100051574595311
2025-05-18,a1628a25f43428aa,Brentford,Fulham,H,0.5499566998966781,2.07,12.621935886425383,0,-12.621935886425383,963.1338197639541,0.13841036878612345
2025-05-18,f351ceaf0637a0f9,Everton,Southampton,D,0.23771543515178123,4.95,4.308290300132773,0,-4.308290300132773,958.8255294638213,0.1766914040013171
2025-05-18,eedfbfd918f3d447,Leicester,Ipswich,H,0.4735571813577834,2.27,5.6604530645157585,1,7.188775391935013,966.0143048557563,0.07497480168216841
