date,match_id,home_team,away_team,selection,p,odds,stake,won,pnl,balance,ev
2025-05-18,e5e023c348d2d0e6,Arsenal,Newcastle,H,0.5322636274199279,1.94,3.3493398453031586,1,3.148379454584969,969.1626843103413,0.03259143719466018
2025-05-18,26b857eac0957094,West Ham,Nott'm Forest,H,0.405823357567721,3.05,11.24045473887663,0,-11.24045473887663,957.9222295714646,0.23776124058154902
2025-05-19,7bf3c4bdce8525d4,Brighton,Liverpool,D,0.26120111292039727,3.99,1.3517416964883693,0,-1.3517416964883693,956.5704878749763,0.042192440552385135
2025-05-20,8d7e9ed5065a3372,Crystal Palace,Wolves,H,0.49217660334142255,2.41,12.628468145411423,1,17.80614008503011,974.3766279600063,0.18614561405282837
2025-05-20,d549916306a43262,Man City,Bournemouth,D,0.25471336396371175,5.8,9.68971904909998,0,-9.68971904909998,964.6869089109064,0.47733751098952815
2025-05-25,39c70c5635177d2f,Ipswich,West Ham,H,0.3555851724992853,3.28,7.03711030190188,0,-7.03711030190188,957.6497986090045,0.16631936579765572
2025-05-25,77a1b9b7559689a0,Bournemouth,Leicester,D,0.241014988701722,5.67,7.516730373948255,0,-7.516730373948255,950.1330682350563,0.3665549859387637
2025-05-25,6ef4a72afc64edec,Fulham,Man City,H,0.2208182655784976,6.32,7.0647651226777,0,-7.0647651226777,943.0683031123785,0.3955714384561049
2025-05-25,4a4c635d96413929,Tottenham,Brighton,D,0.3018954484665592,4.06,6.9557611698241155,0,-6.9557611698241155,936.1125419425545,0.22569552077423027
2025-05-25,c65cd0be5a9693e9,Liverpool,Crystal Palace,D,0.2707279972903252,6.04,11.797936018193731,1,59.461597531696405,995.5741394742508,0.6351971036335642
2025-05-25,83aad09463a7d272,Nott'm Forest,Chelsea,H,0.3633643538522285,3.5,10.822895967316901,0,-10.822895967316901,984.751243506934,0.2717752384827996
2025-05-25,97d8957085b4914a,Southampton,Arsenal,D,0.35964882303901574,6.54,19.69502487013868,0,-19.69502487013868,965.0562186367953,1.352103302675163
2025-05-25,2dec464f8dc9200a,Newcastle,Everton,D,0.26585762073278313,6.19,12.005720941321078,0,-12.005720941321078,953.0504976954742,0.6456586723359277
2025-05-25,21170125ec1ef54c,Man United,Aston Villa,D,0.2992384483957144,4.37,8.701097071252885,0,-8.701097071252885,944.3494006242213,0.3076720194892719
2025-05-25,b13b07e6b3101025,Wolves,Brentford,H,0.388595420773809,3.0,7.82800787274847,0,-7.82800787274847,936.5213927514728,0.1657862623214269
