date,match_id,home_team,away_team,selection,p,odds,stake,won,pnl,balance,ev
2025-05-04,3fb01731bc195d30,Brighton,Newcastle,H,0.3728318138502499,3.13,23.051264315427932,0,-23.051264315427932,565.0912967242115,0.1669635773512821
2025-05-04,3fb01731bc195d30,Brighton,Newcastle,D,0.2809235081542737,3.75,5.493011620515945,1,15.10578195641885,580.1970786806303,0.05346315557852632
2025-05-04,b0314720d29540b3,West Ham,Tottenham,D,0.25650313272650527,3.95,1.2968264452111258,1,3.825638013372821,584.0227166940031,0.01318737426969585
2025-05-04,b0314720d29540b3,West Ham,Tottenham,A,0.24102716061290536,4.22,1.553882923782929,0,-1.553882923782929,582.4688337702202,0.017134617786460526
2025-05-04,90feade486cd108f,Chelsea,Liverpool,H,0.5025049773451021,2.34,38.22161508423208,1,51.21696421287098,633.6857979830911,0.17586164698753892
2025-05-05,ba3cfde78146f146,Crystal Palace,Nott'm Forest,H,0.4681823145551453,2.19,6.741370210878015,0,-6.741370210878015,626.9444277722131,0.025319268875768297
2025-05-10,85f8aa8ba29c6659,Ipswich,Brentford,H,0.2084281301003936,5.83,13.962558536601119,0,-13.962558536601119,612.981869235612,0.21513599848529474
2025-05-10,85f8aa8ba29c6659,Ipswich,Brentford,D,0.2990950192520424,4.84,35.72693734745456,0,-35.72693734745456,577.2549318881574,0.44761989317988526
2025-05-10,0a3d98da9fb803b0,Fulham,Everton,H,0.6014170992880465,1.77,24.18033412069861,0,-24.18033412069861,553.0745977674588,0.06450826573984236
2025-05-10,6f35267d59dcb3b9,Southampton,Man City,H,0.0712723847224184,15.0,1.364628032740292,0,-1.364628032740292,551.7099697347186,0.06908577083627598
2025-05-10,6f35267d59dcb3b9,Southampton,Man City,D,0.3847837437086177,8.0,55.17099697347186,1,386.196978814303,937.9069485490215,2.0782699496689414
2025-05-10,afa2b5f056005ab7,Wolves,Brighton,H,0.4061118224024824,3.08,56.55047111011956,0,-56.55047111011956,881.356477438902,0.25082441299964586
2025-05-10,5d633c0ee728e3b7,Bournemouth,Aston Villa,H,0.4578186866489695,2.62,54.26461752598008,0,-54.26461752598008,827.0918599129219,0.19948495902030017
2025-05-11,41237063e04d10ae,Newcastle,Chelsea,H,0.5317995495551222,2.29,69.82866277099782,1,90.0789749745872,917.170834887509,0.2178209684812299
2025-05-11,de816d578cea47ea,Man United,West Ham,H,0.5472413986964216,2.02,47.39957998914194,0,-47.39957998914194,869.7712548983671,0.10542762536677175
2025-05-11,22592be96dfd4613,Nott'm Forest,Leicester,D,0.22413766553268943,5.19,16.946474098005947,1,71.00572647064493,940.7769813690121,0.16327448411465828
2025-05-11,391165fab9e3481b,Tottenham,Crystal Palace,H,0.4209795996906885,3.13,70.15328612388574,0,-70.15328612388574,870.6236952451263,0.3176661470318549
2025-05-11,7b31b0365eca57c7,Liverpool,Arsenal,H,0.528358776332933,2.24,64.42743796415226,0,-64.42743796415226,806.1962572809741,0.18352365898577017
2025-05-16,8696b10650dac61b,Aston Villa,Tottenham,D,0.2696049638832283,7.0,59.60711104235349,0,-59.60711104235349,746.5891462386206,0.8872347471825981
2025-05-16,cb63e90ea7a3c2ad,Chelsea,Man United,H,0.6399834630811173,1.56,0.0,1,0.0,746.5891462386206,-0.0016257975934569902
2025-05-16,cb63e90ea7a3c2ad,Chelsea,Man United,D,0.25340436505233044,4.7,19.270123240798288,0,-19.270123240798288,727.3190229978223,0.19100051574595311
2025-05-18,a1628a25f43428aa,Brentford,Fulham,H,0.5499566998966781,2.07,47.04135242910823,0,-47.04135242910823,680.2776705687141,0.13841036878612345
2025-05-18,f351ceaf0637a0f9,Everton,Southampton,D,0.23771543515178123,4.95,15.215090724497667,0,-15.215090724497667,665.0625798442164,0.1766914040013171
2025-05-18,eedfbfd918f3d447,Leicester,Ipswich,H,0.4735571813577834,2.27,19.63107678348481,1,24.931467515025712,689.9940473592421,0.07497480168216841
2025-05-18,e5e023c348d2d0e6,Arsenal,Newcastle,H,0.5322636274199279,1.94,11.96164769106283,1,11.24394882959906,701.2379961888412,0.03259143719466018
2025-05-18,26b857eac0957094,West Ham,Nott'm Forest,H,0.405823357567721,3.05,40.6651746138484,0,-40.6651746138484,660.5728215749928,0.23776124058154902
2025-05-19,7bf3c4bdce8525d4,Brighton,Liverpool,D,0.26120111292039727,3.99,4.660732358666253,0,-4.660732358666253,655.9120892163265,0.042192440552385135
2025-05-20,8d7e9ed5065a3372,Crystal Palace,Wolves,H,0.49217660334142255,2.41,43.296155536115826,1,61.04757930592332,716.9596685222499,0.18614561405282837
2025-05-20,d549916306a43262,Man City,Bournemouth,D,0.25471336396371175,5.8,35.649139963779994,0,-35.649139963779994,681.3105285584699,0.47733751098952815
2025-05-20,d549916306a43262,Man City,Bournemouth,A,0.13278612959243352,8.9,7.839234548635063,0,-7.839234548635063,673.4712940098348,0.18179655337265843
2025-05-25,39c70c5635177d2f,Ipswich,West Ham,H,0.3555851724992853,3.28,24.563885636544356,0,-24.563885636544356,648.9074083732904,0.16631936579765572
2025-05-25,39c70c5635177d2f,Ipswich,West Ham,D,0.2882833287171696,3.63,5.732650766628145,0,-5.732650766628145,643.1747576066623,0.04646848324332553
2025-05-25,77a1b9b7559689a0,Bournemouth,Leicester,D,0.241014988701722,5.67,25.24185377202118,0,-25.24185377202118,617.9329038346411,0.3665549859387637
2025-05-25,6ef4a72afc64edec,Fulham,Man City,H,0.2208182655784976,6.32,22.97336537962659,0,-22.97336537962659,594.9595384550146,0.3955714384561049
2025-05-25,6ef4a72afc64edec,Fulham,Man City,D,0.2906818708455728,4.57,27.366151384442805,0,-27.366151384442805,567.5933870705718,0.3284161497642677
2025-05-25,4a4c635d96413929,Tottenham,Brighton,H,0.2625851734515431,3.83,0.5717264215493292,0,-0.5717264215493292,567.0216606490225,0.005701214319410064
2025-05-25,4a4c635d96413929,Tottenham,Brighton,D,0.3018954484665592,4.06,20.910824998439544,0,-20.910824998439544,546.1108356505829,0.22569552077423027
2025-05-25,c65cd0be5a9693e9,Liverpool,Crystal Palace,D,0.2707279972903252,6.04,34.41349415358687,1,173.44401053407782,719.5548461846607,0.6351971036335642
2025-05-25,83aad09463a7d272,Nott'm Forest,Chelsea,H,0.3633643538522285,3.5,39.111437984658075,0,-39.111437984658075,680.4434082000026,0.2717752384827996
2025-05-25,83aad09463a7d272,Nott'm Forest,Chelsea,D,0.2794853998281922,3.87,9.674209767383088,0,-9.674209767383088,670.7691984326195,0.08160849733510389
2025-05-25,97d8957085b4914a,Southampton,Arsenal,H,0.10353371726909791,11.73,6.7030192162528035,0,-6.7030192162528035,664.0661792163668,0.2144505035665184
2025-05-25,97d8957085b4914a,Southampton,Arsenal,D,0.35964882303901574,6.54,66.40661792163668,0,-66.40661792163668,597.6595612947301,1.352103302675163
2025-05-25,2dec464f8dc9200a,Newcastle,Everton,D,0.26585762073278313,6.19,37.17573014011835,0,-37.17573014011835,560.4838311546117,0.6456586723359277
2025-05-25,21170125ec1ef54c,Man United,Aston Villa,H,0.2524942988468495,4.82,15.921153626185637,1,60.81880685202914,621.3026380066409,0.21702252044181458
2025-05-25,21170125ec1ef54c,Man United,Aston Villa,D,0.2992384483957144,4.37,28.361637588948852,0,-28.361637588948852,592.9410004176921,0.3076720194892719
2025-05-25,b13b07e6b3101025,Wolves,Brentford,H,0.388595420773809,3.0,24.5753680590942,0,-24.5753680590942,568.3656323585978,0.1657862623214269
2025-05-25,b13b07e6b3101025,Wolves,Brentford,D,0.2849374721289576,3.82,8.91458755019168,1,25.139136891540534,593.5047692501383,0.08846114353261791
